seq,latency_ns
6460,727068
6461,717635
6462,708010
6463,698406
6464,688832
6465,681250
6466,671639
6467,662154
6468,652481
6469,643059
6470,633482
6471,623847
6472,615034
6473,605367
6474,595709
6475,586019
6476,576477
6477,568589
6478,559094
6479,549586
6480,540015
6481,530662
6482,521048
6483,511533
6484,501949
6485,492320
6486,482701
6487,473164
6488,464331
6489,454712
6490,446818
6491,437249
6492,427622
6493,417993
6494,408385
6495,398776
6496,389171
6497,379793
6498,370141
6499,360491
6500,350945
6501,341272
6502,331764
6503,324102
6504,315173
6505,305526
6506,295929
6507,286339
6508,276715
6509,267144
6510,257569
6511,247879
6512,238358
6513,228996
6514,219414
6515,209897
6516,202036
6517,192585
6518,183098
6519,173561
6521,154699
6522,145071
6523,135439
6524,125847
6525,116203
6526,106622
6527,97043
6528,87527
6529,78171
6530,70775
6531,61089
6533,41596
6534,31952
6535,22357
6536,13517
6537,3900
6538,1046905
6539,1037466
6540,1027853
6541,1018409
6542,1008998
6543,1001508
6544,992083
6545,982672
6546,973107
6547,963693
6548,954109
6549,944580
6550,934962
6551,926501
6552,916644
6553,906986
6554,897563
6555,887876
6556,880326
6557,870801
6558,861266
6559,851754
6560,842247
6561,833112
6562,822620
6563,814054
6564,804417
6565,794957
6566,785500
6567,775979
6568,767172
6569,759622
6570,750066
6571,740470
6572,730934
6573,721332
6574,711841
6575,702308
6576,692841
6577,683577
6578,674050
6579,664439
6580,654918
6581,645375
6582,637878
6583,628465
6584,619956
6585,610373
6586,600783
6587,591325
6588,581838
6589,572252
6590,562754
6591,553140
6592,543571
6593,534220
6594,524584
6595,516887
6596,507305
6597,497786
6598,488212
6599,478695
6600,469871
6601,460353
6602,450861
6603,441215
6604,431623
6605,422162
6606,412420
6607,404895
6608,395343
6609,385894
6610,376337
6611,366787
6612,357225
6613,347622
6614,338077
6615,328426
6616,319562
6617,309949
6618,300322
6619,290690
6620,283777
